Date,High,Low,Open,Close,Volume,Adj Close
2006-10-02,10.838571548461914,10.614285469055176,10.728571891784668,10.69428539276123,178159800,9.241351127624512
2006-10-03,10.70714282989502,10.455714225769043,10.635714530944824,10.582857131958008,197677200,9.145061492919922
2006-10-04,10.779999732971191,10.451428413391113,10.585714340209961,10.768571853637695,207270700,9.305546760559082
2006-10-05,10.880000114440918,10.59000015258789,10.64714241027832,10.6899995803833,170970800,9.237648010253906
2006-10-06,10.720000267028809,10.544285774230957,10.631428718566895,10.60285758972168,116739700,9.162346839904785
2006-10-09,10.725714683532715,10.50428581237793,10.54285717010498,10.661428451538086,109555600,9.212959289550781
2006-10-10,10.654285430908203,10.4399995803833,10.648571014404297,10.544285774230957,132897100,9.11173152923584
2006-10-11,10.568571090698242,10.371428489685059,10.488571166992188,10.46142864227295,142963800,9.040130615234375
2006-10-12,10.770000457763672,10.514286041259766,10.515714645385742,10.751428604125977,148213800,9.29073429107666
2006-10-13,10.982856750488281,10.677143096923828,10.804286003112793,10.717143058776855,171049200,9.261103630065918
2006-10-16,10.84000015258789,10.684286117553711,10.74142837524414,10.771428108215332,127173200,9.308016777038574
2006-10-17,10.752857208251953,10.577142715454102,10.720000267028809,10.6128568649292,120231300,9.170987129211426
2006-10-18,10.767143249511719,10.558571815490723,10.678571701049805,10.64714241027832,283476900,9.200613975524902
2006-10-19,11.421428680419922,11.165714263916016,11.322856903076172,11.284285545349121,378244300,9.751193046569824
2006-10-20,11.427143096923828,11.238571166992188,11.281428337097168,11.421428680419922,159853400,9.869705200195312
2006-10-23,11.699999809265137,11.392857551574707,11.427143096923828,11.6371431350708,208126800,10.056110382080078
2006-10-24,11.668571472167969,11.45714282989502,11.601428985595703,11.578571319580078,115803100,10.005497932434082
2006-10-25,11.714285850524902,11.572856903076172,11.621428489685059,11.668571472167969,121303700,10.083271026611328
2006-10-26,11.800000190734863,11.59000015258789,11.699999809265137,11.74142837524414,108189200,10.146232604980469
2006-10-27,11.778571128845215,11.430000305175781,11.678571701049805,11.487142562866211,148741600,9.926496505737305
2006-10-30,11.557143211364746,11.357142448425293,11.427143096923828,11.488571166992188,124979400,9.927725791931152
2006-10-31,11.668571472167969,11.46142864227295,11.635714530944824,11.582857131958008,125368600,10.009202003479004
2006-11-01,11.625714302062988,11.19428539276123,11.585714340209961,11.308571815490723,152798100,9.772183418273926
2006-11-02,11.331428527832031,11.214285850524902,11.274285316467285,11.282856941223145,116370800,9.749960899353027
2006-11-03,11.361428260803223,11.1128568649292,11.337142944335938,11.184286117553711,107972200,9.664780616760254
2006-11-06,11.437143325805664,11.204285621643066,11.278571128845215,11.3871431350708,108644200,9.84007740020752
2006-11-07,11.571428298950195,11.447142601013184,11.492856979370117,11.501428604125977,131483100,9.938838005065918
2006-11-08,11.812856674194336,11.412857055664062,11.431428909301758,11.778571128845215,172729200,10.178324699401855
2006-11-09,12.09857177734375,11.731428146362305,11.842857360839844,11.90571403503418,230763400,10.28819465637207
2006-11-10,11.942856788635254,11.785714149475098,11.935714721679688,11.874285697937012,93466100,10.261037826538086
2006-11-13,12.064285278320312,11.80571460723877,11.888571739196777,12.050000190734863,112668500,10.412879943847656
2006-11-14,12.142857551574707,11.985713958740234,12.114285469055176,12.142857551574707,147238700,10.493119239807129
2006-11-15,12.271428108215332,12.0,12.149999618530273,12.007143020629883,163830800,10.375844955444336
2006-11-16,12.328571319580078,12.088571548461914,12.124285697937012,12.229999542236328,173485200,10.568424224853516
2006-11-17,12.277142524719238,12.142857551574707,12.162857055664062,12.264286041259766,116606000,10.598052024841309
2006-11-20,12.428571701049805,12.171428680419922,12.199999809265137,12.35285758972168,142698500,10.674592971801758
2006-11-21,12.657142639160156,12.44428539276123,12.488571166992188,12.657142639160156,155666700,10.937533378601074
2006-11-22,12.964285850524902,12.550000190734863,12.712857246398926,12.90142822265625,167985300,11.148633003234863
2006-11-24,13.29714298248291,12.785714149475098,12.789999961853027,13.09000015258789,129669400,11.311583518981934
2006-11-27,13.308571815490723,12.785714149475098,13.215714454650879,12.791428565979004,268709000,11.053574562072754
2006-11-28,13.138571739196777,12.84428596496582,12.908571243286133,13.115714073181152,259043400,11.333805084228516
2006-11-29,13.307143211364746,12.892857551574707,13.285714149475098,13.114285469055176,289270800,11.33256721496582
2006-11-30,13.239999771118164,13.00857162475586,13.172857284545898,13.09428596496582,217621600,11.315289497375488
2006-12-01,13.1899995803833,12.871428489685059,13.114285469055176,13.045714378356934,198769900,11.273316383361816
2006-12-04,13.149999618530273,12.928571701049805,13.125714302062988,13.017143249511719,177384200,11.248626708984375
2006-12-05,13.1899995803833,12.981428146362305,13.092857360839844,13.03857135772705,165709600,11.267145156860352
2006-12-06,13.05571460723877,12.8100004196167,12.94857120513916,12.832857131958008,159546100,11.089377403259277
2006-12-07,12.928571701049805,12.414285659790039,12.861428260803223,12.434286117553711,251206900,10.744955062866211
2006-12-08,12.770000457763672,12.428571701049805,12.46142864227295,12.60857105255127,196069300,10.895564079284668
2006-12-11,12.757143020629883,12.578571319580078,12.699999809265137,12.678571701049805,124945100,10.956052780151367
2006-12-12,12.691428184509277,12.218571662902832,12.658571243286133,12.30571460723877,256655000,10.6338529586792
2006-12-13,12.724286079406738,12.449999809265137,12.564285278320312,12.721428871154785,214263000,10.993088722229004
